final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,implementability_status,simulator_state_variable,required_simulator_function,implementation_gap_reason,can_apply_in_phase12b,dry_run_only_flag
402,57,low_load,19,ES,6,20,20,20,20,20,20,sectors.is_sleeping,20,ES_state,21637,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
404,58,low_load_energy_saving_candidate,19,ES,6,1,1,1,1,1,1,sectors.is_sleeping,1,ES_state,21643,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
408,58,low_load_energy_saving_candidate,19,ES,6,5,5,5,5,5,5,sectors.is_sleeping,5,ES_state,21655,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
412,58,low_load_energy_saving_candidate,19,ES,6,9,9,9,9,9,9,sectors.is_sleeping,9,ES_state,21667,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
416,58,low_load_energy_saving_candidate,19,ES,6,13,13,13,13,13,13,sectors.is_sleeping,13,ES_state,21679,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
421,58,low_load_energy_saving_candidate,19,ES,6,19,19,19,19,19,19,sectors.is_sleeping,19,ES_state,21694,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
423,58,low_load_energy_saving_candidate,19,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,21700,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep,partially_implementable,"sectors.referencePowerOffset_dB, sectors.txPowerOffset_dB, sectors.status",NEW helper required (apply_sector_sleep),"Sleep can be approximated by setting both power offsets to a large negative value (the Phase 3 outage trick), but the simulator has no native sleep/active state and no wake transition tracking.",0,1
428,38,handover_stress,1,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,22149,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
429,38,handover_stress,1,HO/MRO,4,3,20,3,20,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,22386,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
430,38,handover_stress,1,HO/MRO,4,4,5,4,5,4,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,4,HOM|TTT|CIO,22505,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
431,38,handover_stress,1,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,22683,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
432,38,handover_stress,1,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,22861,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
433,38,handover_stress,1,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,23039,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
436,38,handover_stress,1,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,23573,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
438,38,handover_stress,1,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,23929,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
440,38,handover_stress,1,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,24285,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
441,38,handover_stress,1,HO/MRO,4,18,3,18,3,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,24522,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
442,38,handover_stress,1,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,24641,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
445,60,outage_sector,1,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,26955,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
446,60,outage_sector,1,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,27133,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
447,61,degraded_sector,2,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,27714,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
448,61,degraded_sector,2,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,27845,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
449,61,degraded_sector,2,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,28023,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
450,40,handover_stress,2,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,28201,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
451,40,handover_stress,2,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,28379,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
452,40,handover_stress,2,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,28557,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
453,40,handover_stress,2,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,28735,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
455,40,handover_stress,2,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,29091,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
456,40,handover_stress,2,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,29269,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
458,40,handover_stress,2,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,29625,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
459,40,handover_stress,2,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,29803,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
461,40,handover_stress,2,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,30159,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
462,40,handover_stress,2,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,30337,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
463,40,handover_stress,2,HO/MRO,4,21,19,21,19,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,21,HOM|TTT|CIO,30515,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
464,62,overload,2,HO/MRO,4,2,13,2,13,2,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,32223,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
467,2,degraded_sector,3,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,32651,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
468,2,degraded_sector,3,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,32829,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
470,63,mixed_conflict,4,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,39462,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
471,63,mixed_conflict,4,HO/MRO,4,5,4,5,4,5,4,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,39758,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
472,64,low_load,5,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,43378,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
473,65,mixed_conflict,5,HO/MRO,4,12,10,12,10,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,44030,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
474,26,outage_sector,6,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,49917,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
476,26,outage_sector,6,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,50273,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
477,66,normal,7,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,55079,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
478,66,normal,7,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,55257,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
479,66,normal,7,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,55435,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
480,66,normal,7,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,55613,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
482,3,degraded_sector,9,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,61309,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
483,68,normal,9,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,65937,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
484,68,normal,9,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,66162,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
485,69,overload,9,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,66827,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
486,69,overload,9,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,67052,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
487,70,normal,10,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,70565,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
488,70,normal,10,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,70743,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
489,71,low_load_energy_saving_candidate,11,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,76617,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
490,72,handover_stress,13,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,85517,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
491,72,handover_stress,13,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,85742,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
492,72,handover_stress,13,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,85873,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
493,72,handover_stress,13,HO/MRO,4,5,9,5,9,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,86110,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
494,72,handover_stress,13,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,86229,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
495,72,handover_stress,13,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,86466,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
