module_name,model_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,oracle_selected_action_id,oracle_match_top1,oracle_match_top2,oracle_reward,selected_true_reward,regret
LB/MLB,LSBoost,584,overload,14,1,15718,15717,0,1,-0.1338,-0.138640725292252,0.00484072529225199
LB/MLB,LSBoost,585,overload,14,2,15722,15720,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,586,overload,14,4,15735,15733,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,587,overload,14,5,15746,15746,1,1,0,0,0
LB/MLB,LSBoost,588,overload,14,6,15771,15770,0,1,-0.00140430236559004,-0.00280860473118,0.00140430236558996
LB/MLB,LSBoost,589,overload,14,7,15774,15774,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,590,overload,14,9,15787,15785,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,591,overload,14,10,15800,15800,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,592,overload,14,11,15818,15818,1,1,0.0319825215707537,0.0319825215707537,0
LB/MLB,LSBoost,593,overload,14,12,15826,15824,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,594,overload,14,13,15837,15837,1,1,0,0,0
LB/MLB,LSBoost,595,overload,14,14,15850,15850,1,1,0,0,0
LB/MLB,LSBoost,596,overload,14,15,15873,15873,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,597,overload,14,16,15879,15879,1,1,0.255353264755623,0.255353264755623,0
LB/MLB,LSBoost,598,overload,14,17,15889,15889,1,1,0,0,0
LB/MLB,LSBoost,599,overload,14,18,15908,15908,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,600,overload,14,19,15926,15926,1,1,0.0710095313072528,0.0710095313072528,0
LB/MLB,LSBoost,601,overload,14,21,15939,15939,1,1,0.242606461354412,0.242606461354412,0
LB/MLB,LSBoost,624,overload,15,1,16233,16233,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,625,overload,15,2,16247,16247,1,1,-0.076381129789331,-0.076381129789331,0
LB/MLB,LSBoost,626,overload,15,3,16253,16253,1,1,0,0,0
LB/MLB,LSBoost,627,overload,15,4,16277,16278,0,1,0.0315120684507848,0.0241143715659886,0.0073976968847962
LB/MLB,LSBoost,628,overload,15,5,16285,16285,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,629,overload,15,6,16295,16295,1,1,0.180498402437508,0.180498402437508,0
LB/MLB,LSBoost,630,overload,15,7,16312,16312,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,631,overload,15,11,16322,16325,0,0,-0.0109514471547328,-0.0219028943094653,0.0109514471547325
LB/MLB,LSBoost,632,overload,15,12,16343,16343,1,1,0.06625,0.06625,0
LB/MLB,LSBoost,633,overload,15,15,16351,16351,1,1,-0.0763811297893309,-0.0763811297893309,0
LB/MLB,LSBoost,634,overload,15,16,16357,16357,1,1,0,0,0
LB/MLB,LSBoost,635,overload,15,17,16372,16370,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,636,overload,15,18,16385,16383,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,637,overload,15,20,16396,16396,1,1,0,0,0
LB/MLB,LSBoost,638,overload,15,21,16412,16412,1,1,0.180498402437508,0.180498402437508,0
LB/MLB,LSBoost,640,handover_stress,16,12,16435,16435,1,1,0,0,0
LB/MLB,LSBoost,641,handover_stress,16,16,16451,16451,1,1,-0.0376068534224859,-0.0376068534224859,0
LB/MLB,LSBoost,674,handover_stress,17,12,16888,16888,1,1,0.119854897805275,0.119854897805275,0
LB/MLB,LSBoost,724,outage_sector,18,14,17534,17534,1,1,-0.0265677932647433,-0.0265677932647433,0
LB/MLB,LSBoost,744,mixed_conflict,19,3,17790,17790,1,1,-0.0253822742620194,-0.0253822742620194,0
LB/MLB,LSBoost,745,mixed_conflict,19,4,17807,17807,1,1,0.0828676368966002,0.0828676368966002,0
LB/MLB,LSBoost,746,mixed_conflict,19,5,17816,17816,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,747,mixed_conflict,19,6,17832,17832,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,748,mixed_conflict,19,7,17850,17850,1,1,0.084969746098823,0.084969746098823,0
LB/MLB,LSBoost,749,mixed_conflict,19,8,17855,17855,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,750,mixed_conflict,19,11,17868,17868,1,1,-0.0386537230535165,-0.0386537230535165,0
LB/MLB,LSBoost,751,mixed_conflict,19,12,17889,17889,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,752,mixed_conflict,19,13,17893,17893,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,753,mixed_conflict,19,14,17914,17914,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,754,mixed_conflict,19,15,17917,17917,1,1,0,0,0
LB/MLB,LSBoost,755,mixed_conflict,19,17,17936,17936,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,756,mixed_conflict,19,19,17949,17949,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,757,mixed_conflict,19,20,17962,17962,1,1,-0.127499999999999,-0.127499999999999,0
LB/MLB,LSBoost,839,normal,21,13,19022,19022,1,1,0,0,0
LB/MLB,LSBoost,840,normal,21,18,19035,19035,1,1,0,0,0
ES,Linear_Ridge,860,handover_stress,1,3,19295,19295,1,1,0,0,0
ES,Linear_Ridge,861,low_load,1,2,19299,19299,1,1,0.25,0.25,0
ES,Linear_Ridge,862,low_load,1,3,19301,19301,1,1,0,0,0
ES,Linear_Ridge,863,low_load,1,4,19303,19303,1,1,0,0,0
ES,Linear_Ridge,864,low_load,1,5,19306,19306,1,1,0,0,0
ES,Linear_Ridge,865,low_load,1,7,19309,19309,1,1,0,0,0
ES,Linear_Ridge,866,low_load,1,8,19313,19313,1,1,0.25,0.25,0
ES,Linear_Ridge,867,low_load,1,9,19316,19316,1,1,0.25,0.25,0
ES,Linear_Ridge,868,low_load,1,10,19318,19318,1,1,0,0,0
ES,Linear_Ridge,869,low_load,1,11,19321,19321,1,1,0,0,0
ES,Linear_Ridge,870,low_load,1,14,19324,19324,1,1,0,0,0
ES,Linear_Ridge,871,low_load,1,15,19327,19327,1,1,0,0,0
ES,Linear_Ridge,872,low_load,1,16,19330,19330,1,1,0.25,0.25,0
ES,Linear_Ridge,873,low_load,1,17,19332,19332,1,1,0,0,0
ES,Linear_Ridge,874,low_load,1,18,19336,19336,1,1,0.25,0.25,0
ES,Linear_Ridge,875,low_load,1,19,19339,19339,1,1,0.25,0.25,0
ES,Linear_Ridge,876,low_load,1,20,19341,19341,1,1,0,0,0
ES,Linear_Ridge,900,handover_stress,2,6,19410,19410,1,1,0,0,0
ES,Linear_Ridge,901,handover_stress,2,7,19413,19413,1,1,0,0,0
ES,Linear_Ridge,902,low_load,2,1,19417,19417,1,1,0.25,0.25,0
ES,Linear_Ridge,903,low_load,2,2,19420,19420,1,1,0.25,0.25,0
ES,Linear_Ridge,904,low_load,2,4,19422,19422,1,1,0,0,0
ES,Linear_Ridge,905,low_load,2,5,19425,19425,1,1,0,0,0
ES,Linear_Ridge,906,low_load,2,6,19428,19428,1,1,0,0,0
ES,Linear_Ridge,907,low_load,2,7,19431,19431,1,1,0,0,0
ES,Linear_Ridge,908,low_load,2,8,19434,19434,1,1,0,0,0
ES,Linear_Ridge,909,low_load,2,10,19437,19437,1,1,0,0,0
ES,Linear_Ridge,910,low_load,2,11,19440,19440,1,1,0,0,0
ES,Linear_Ridge,911,low_load,2,12,19443,19443,1,1,0,0,0
ES,Linear_Ridge,912,low_load,2,13,19447,19447,1,1,0.25,0.25,0
ES,Linear_Ridge,913,low_load,2,14,19450,19450,1,1,0.25,0.25,0
ES,Linear_Ridge,914,low_load,2,15,19452,19452,1,1,0,0,0
ES,Linear_Ridge,915,low_load,2,16,19456,19456,1,1,0.25,0.25,0
ES,Linear_Ridge,916,low_load,2,17,19459,19459,1,1,0.25,0.25,0
ES,Linear_Ridge,917,low_load,2,18,19461,19461,1,1,0,0,0
ES,Linear_Ridge,918,low_load,2,19,19464,19464,1,1,0,0,0
ES,Linear_Ridge,919,low_load,2,20,19467,19467,1,1,0,0,0
ES,Linear_Ridge,920,low_load,2,21,19471,19471,1,1,0.25,0.25,0
ES,Linear_Ridge,940,normal,2,2,19529,19529,1,1,0.25,0.25,0
ES,Linear_Ridge,941,normal,2,7,19531,19531,1,1,0,0,0
ES,Linear_Ridge,942,normal,2,21,19535,19535,1,1,0.25,0.25,0
ES,Linear_Ridge,947,degraded_sector,3,10,19549,19549,1,1,0.25,0.25,0
ES,Linear_Ridge,949,low_load,3,1,19554,19554,1,1,0,0,0
ES,Linear_Ridge,950,low_load,3,2,19557,19557,1,1,0.25,0.25,0
ES,Linear_Ridge,951,low_load,3,3,19559,19559,1,1,0,0,0
ES,Linear_Ridge,952,low_load,3,4,19562,19562,1,1,0,0,0
ES,Linear_Ridge,953,low_load,3,5,19565,19565,1,1,0,0,0
ES,Linear_Ridge,954,low_load,3,6,19568,19568,1,1,0,0,0
ES,Linear_Ridge,955,low_load,3,7,19571,19571,1,1,0,0,0
ES,Linear_Ridge,956,low_load,3,8,19574,19574,1,1,0,0,0
ES,Linear_Ridge,957,low_load,3,9,19578,19578,1,1,0.25,0.25,0
ES,Linear_Ridge,958,low_load,3,10,19580,19580,1,1,0,0,0
ES,Linear_Ridge,959,low_load,3,11,19583,19583,1,1,0,0,0
ES,Linear_Ridge,960,low_load,3,12,19587,19587,1,1,0.25,0.25,0
ES,Linear_Ridge,961,low_load,3,14,19589,19589,1,1,0,0,0
ES,Linear_Ridge,962,low_load,3,15,19592,19592,1,1,0,0,0
ES,Linear_Ridge,963,low_load,3,17,19596,19596,1,1,0.25,0.25,0
ES,Linear_Ridge,964,low_load,3,18,19599,19599,1,1,0.25,0.25,0
ES,Linear_Ridge,965,low_load,3,20,19601,19601,1,1,0,0,0
ES,Linear_Ridge,966,low_load,3,21,19605,19605,1,1,0.25,0.25,0
ES,Linear_Ridge,987,outage_sector,3,3,19665,19665,1,1,0,0,0
ES,Linear_Ridge,988,outage_sector,3,13,19667,19667,1,1,0,0,0
ES,Linear_Ridge,989,overload,3,7,19670,19670,1,1,0,0,0
ES,Linear_Ridge,990,degraded_sector,4,3,19672,19672,1,1,0,0,0
ES,Linear_Ridge,991,degraded_sector,4,9,19675,19675,1,1,0,0,0
ES,Linear_Ridge,1034,normal,4,12,19802,19802,1,1,0.25,0.25,0
ES,Linear_Ridge,1082,outage_sector,5,5,19939,19939,1,1,0,0,0
ES,Linear_Ridge,1083,outage_sector,5,11,19941,19941,1,1,0,0,0
ES,Linear_Ridge,1084,outage_sector,5,13,19945,19945,1,1,0.25,0.25,0
ES,Linear_Ridge,1172,low_load,8,1,20200,20200,1,1,0,0,0
ES,Linear_Ridge,1173,low_load,8,3,20202,20202,1,1,0,0,0
ES,Linear_Ridge,1174,low_load,8,4,20205,20205,1,1,0,0,0
ES,Linear_Ridge,1175,low_load,8,5,20209,20209,1,1,0.25,0.25,0
ES,Linear_Ridge,1176,low_load,8,6,20211,20211,1,1,0,0,0
ES,Linear_Ridge,1177,low_load,8,7,20214,20214,1,1,0,0,0
ES,Linear_Ridge,1178,low_load,8,8,20218,20218,1,1,0.25,0.25,0
ES,Linear_Ridge,1179,low_load,8,10,20221,20221,1,1,0.25,0.25,0
ES,Linear_Ridge,1180,low_load,8,11,20223,20223,1,1,0,0,0
ES,Linear_Ridge,1181,low_load,8,13,20225,20225,1,1,0,0,0
ES,Linear_Ridge,1182,low_load,8,14,20227,20227,1,1,0,0,0
ES,Linear_Ridge,1183,low_load,8,15,20231,20231,1,1,0.25,0.25,0
ES,Linear_Ridge,1184,low_load,8,16,20234,20234,1,1,0.25,0.25,0
ES,Linear_Ridge,1185,low_load,8,17,20236,20236,1,1,0,0,0
ES,Linear_Ridge,1186,low_load,8,18,20240,20240,1,1,0.25,0.25,0
ES,Linear_Ridge,1187,low_load,8,20,20242,20242,1,1,0,0,0
ES,Linear_Ridge,1188,low_load,8,21,20246,20246,1,1,0.25,0.25,0
ES,Linear_Ridge,1206,normal,8,3,20297,20297,1,1,0,0,0
ES,Linear_Ridge,1207,normal,8,14,20299,20299,1,1,0,0,0
ES,Linear_Ridge,1234,low_load_energy_saving_candidate,9,2,20374,20374,1,1,0,0,0
ES,Linear_Ridge,1235,low_load_energy_saving_candidate,9,3,20378,20378,1,1,0.25,0.25,0
ES,Linear_Ridge,1236,low_load_energy_saving_candidate,9,4,20380,20380,1,1,0,0,0
ES,Linear_Ridge,1237,low_load_energy_saving_candidate,9,5,20384,20384,1,1,0.25,0.25,0
ES,Linear_Ridge,1238,low_load_energy_saving_candidate,9,7,20386,20386,1,1,0,0,0
ES,Linear_Ridge,1239,low_load_energy_saving_candidate,9,8,20389,20389,1,1,0,0,0
ES,Linear_Ridge,1240,low_load_energy_saving_candidate,9,9,20392,20392,1,1,0,0,0
ES,Linear_Ridge,1241,low_load_energy_saving_candidate,9,10,20396,20396,1,1,0.25,0.25,0
ES,Linear_Ridge,1242,low_load_energy_saving_candidate,9,11,20398,20398,1,1,0,0,0
ES,Linear_Ridge,1243,low_load_energy_saving_candidate,9,12,20402,20402,1,1,0.25,0.25,0
ES,Linear_Ridge,1244,low_load_energy_saving_candidate,9,13,20404,20404,1,1,0,0,0
ES,Linear_Ridge,1245,low_load_energy_saving_candidate,9,14,20407,20407,1,1,0,0,0
ES,Linear_Ridge,1246,low_load_energy_saving_candidate,9,15,20409,20409,1,1,0,0,0
ES,Linear_Ridge,1247,low_load_energy_saving_candidate,9,16,20412,20412,1,1,0,0,0
ES,Linear_Ridge,1248,low_load_energy_saving_candidate,9,17,20416,20416,1,1,0.25,0.25,0
ES,Linear_Ridge,1249,low_load_energy_saving_candidate,9,18,20418,20418,1,1,0,0,0
ES,Linear_Ridge,1250,low_load_energy_saving_candidate,9,20,20422,20422,1,1,0.25,0.25,0
ES,Linear_Ridge,1251,low_load_energy_saving_candidate,9,21,20425,20425,1,1,0.25,0.25,0
ES,Linear_Ridge,1257,degraded_sector,10,5,20441,20441,1,1,0,0,0
ES,Linear_Ridge,1258,degraded_sector,10,10,20444,20444,1,1,0,0,0
ES,Linear_Ridge,1339,mixed_conflict,11,2,20678,20678,1,1,0.25,0.25,0
ES,Linear_Ridge,1423,normal,13,19,20920,20920,1,1,0.25,0.25,0
ES,Linear_Ridge,1447,low_load_energy_saving_candidate,14,1,20987,20987,1,1,0,0,0
ES,Linear_Ridge,1448,low_load_energy_saving_candidate,14,2,20990,20990,1,1,0,0,0
ES,Linear_Ridge,1449,low_load_energy_saving_candidate,14,3,20993,20993,1,1,0,0,0
ES,Linear_Ridge,1450,low_load_energy_saving_candidate,14,4,20996,20996,1,1,0,0,0
ES,Linear_Ridge,1451,low_load_energy_saving_candidate,14,5,20999,20999,1,1,0,0,0
ES,Linear_Ridge,1452,low_load_energy_saving_candidate,14,6,21003,21003,1,1,0.25,0.25,0
ES,Linear_Ridge,1453,low_load_energy_saving_candidate,14,7,21005,21005,1,1,0,0,0
ES,Linear_Ridge,1454,low_load_energy_saving_candidate,14,8,21007,21007,1,1,0,0,0
ES,Linear_Ridge,1455,low_load_energy_saving_candidate,14,9,21010,21010,1,1,0,0,0
ES,Linear_Ridge,1456,low_load_energy_saving_candidate,14,10,21012,21012,1,1,0,0,0
ES,Linear_Ridge,1457,low_load_energy_saving_candidate,14,11,21015,21015,1,1,0,0,0
ES,Linear_Ridge,1458,low_load_energy_saving_candidate,14,13,21018,21018,1,1,0,0,0
ES,Linear_Ridge,1459,low_load_energy_saving_candidate,14,14,21022,21022,1,1,0.25,0.25,0
ES,Linear_Ridge,1460,low_load_energy_saving_candidate,14,15,21024,21024,1,1,0,0,0
ES,Linear_Ridge,1461,low_load_energy_saving_candidate,14,16,21027,21027,1,1,0,0,0
ES,Linear_Ridge,1462,low_load_energy_saving_candidate,14,17,21031,21031,1,1,0.25,0.25,0
ES,Linear_Ridge,1463,low_load_energy_saving_candidate,14,18,21034,21034,1,1,0.25,0.25,0
ES,Linear_Ridge,1464,low_load_energy_saving_candidate,14,21,21036,21036,1,1,0,0,0
ES,Linear_Ridge,1470,handover_stress,15,13,21053,21053,1,1,0,0,0
ES,Linear_Ridge,1471,handover_stress,15,21,21056,21056,1,1,0,0,0
ES,Linear_Ridge,1492,low_load_energy_saving_candidate,15,1,21118,21118,1,1,0,0,0
ES,Linear_Ridge,1493,low_load_energy_saving_candidate,15,3,21121,21121,1,1,0,0,0
ES,Linear_Ridge,1494,low_load_energy_saving_candidate,15,4,21124,21124,1,1,0,0,0
ES,Linear_Ridge,1495,low_load_energy_saving_candidate,15,5,21127,21127,1,1,0,0,0
ES,Linear_Ridge,1496,low_load_energy_saving_candidate,15,6,21130,21130,1,1,0,0,0
ES,Linear_Ridge,1497,low_load_energy_saving_candidate,15,7,21134,21134,1,1,0.25,0.25,0
ES,Linear_Ridge,1498,low_load_energy_saving_candidate,15,8,21136,21136,1,1,0,0,0
ES,Linear_Ridge,1499,low_load_energy_saving_candidate,15,9,21139,21139,1,1,0,0,0
ES,Linear_Ridge,1500,low_load_energy_saving_candidate,15,10,21143,21143,1,1,0.25,0.25,0
ES,Linear_Ridge,1501,low_load_energy_saving_candidate,15,11,21145,21145,1,1,0,0,0
ES,Linear_Ridge,1502,low_load_energy_saving_candidate,15,12,21149,21149,1,1,0.25,0.25,0
ES,Linear_Ridge,1503,low_load_energy_saving_candidate,15,13,21152,21152,1,1,0.25,0.25,0
ES,Linear_Ridge,1504,low_load_energy_saving_candidate,15,14,21154,21154,1,1,0,0,0
ES,Linear_Ridge,1505,low_load_energy_saving_candidate,15,15,21158,21158,1,1,0.25,0.25,0
ES,Linear_Ridge,1506,low_load_energy_saving_candidate,15,16,21161,21161,1,1,0.25,0.25,0
ES,Linear_Ridge,1507,low_load_energy_saving_candidate,15,17,21163,21163,1,1,0,0,0
ES,Linear_Ridge,1508,low_load_energy_saving_candidate,15,18,21167,21167,1,1,0.25,0.25,0
ES,Linear_Ridge,1509,low_load_energy_saving_candidate,15,19,21170,21170,1,1,0.25,0.25,0
ES,Linear_Ridge,1510,low_load_energy_saving_candidate,15,20,21172,21172,1,1,0,0,0
ES,Linear_Ridge,1511,low_load_energy_saving_candidate,15,21,21175,21175,1,1,0,0,0
ES,Linear_Ridge,1514,outage_sector,15,6,21183,21183,1,1,0,0,0
ES,Linear_Ridge,1515,outage_sector,15,15,21186,21186,1,1,0,0,0
ES,Linear_Ridge,1517,handover_stress,16,5,21191,21191,1,1,0,0,0
ES,Linear_Ridge,1518,handover_stress,16,13,21193,21193,1,1,0,0,0
ES,Linear_Ridge,1519,handover_stress,16,18,21197,21197,1,1,0.25,0.25,0
ES,Linear_Ridge,1599,outage_sector,17,4,21429,21429,1,1,0,0,0
ES,Linear_Ridge,1600,outage_sector,17,5,21432,21432,1,1,0,0,0
ES,Linear_Ridge,1601,outage_sector,17,11,21435,21435,1,1,0,0,0
ES,Linear_Ridge,1602,outage_sector,17,13,21438,21438,1,1,0,0,0
ES,Linear_Ridge,1603,outage_sector,17,14,21441,21441,1,1,0,0,0
ES,Linear_Ridge,1604,outage_sector,17,17,21444,21444,1,1,0,0,0
ES,Linear_Ridge,1628,low_load_energy_saving_candidate,18,1,21513,21513,1,1,0.25,0.25,0
ES,Linear_Ridge,1629,low_load_energy_saving_candidate,18,2,21515,21515,1,1,0,0,0
ES,Linear_Ridge,1630,low_load_energy_saving_candidate,18,3,21518,21518,1,1,0,0,0
ES,Linear_Ridge,1631,low_load_energy_saving_candidate,18,4,21521,21521,1,1,0,0,0
ES,Linear_Ridge,1632,low_load_energy_saving_candidate,18,5,21524,21524,1,1,0,0,0
ES,Linear_Ridge,1633,low_load_energy_saving_candidate,18,6,21527,21527,1,1,0,0,0
ES,Linear_Ridge,1634,low_load_energy_saving_candidate,18,7,21530,21530,1,1,0,0,0
ES,Linear_Ridge,1635,low_load_energy_saving_candidate,18,9,21533,21533,1,1,0,0,0
ES,Linear_Ridge,1636,low_load_energy_saving_candidate,18,10,21536,21536,1,1,0,0,0
ES,Linear_Ridge,1637,low_load_energy_saving_candidate,18,11,21538,21538,1,1,0,0,0
ES,Linear_Ridge,1638,low_load_energy_saving_candidate,18,12,21541,21541,1,1,0,0,0
ES,Linear_Ridge,1639,low_load_energy_saving_candidate,18,13,21544,21544,1,1,0,0,0
ES,Linear_Ridge,1640,low_load_energy_saving_candidate,18,14,21547,21547,1,1,0,0,0
ES,Linear_Ridge,1641,low_load_energy_saving_candidate,18,15,21550,21550,1,1,0,0,0
ES,Linear_Ridge,1642,low_load_energy_saving_candidate,18,16,21553,21553,1,1,0,0,0
ES,Linear_Ridge,1643,low_load_energy_saving_candidate,18,17,21556,21556,1,1,0,0,0
ES,Linear_Ridge,1644,low_load_energy_saving_candidate,18,18,21560,21560,1,1,0.25,0.25,0
ES,Linear_Ridge,1645,low_load_energy_saving_candidate,18,19,21562,21562,1,1,0,0,0
ES,Linear_Ridge,1646,low_load_energy_saving_candidate,18,20,21565,21565,1,1,0,0,0
ES,Linear_Ridge,1647,low_load_energy_saving_candidate,18,21,21569,21569,1,1,0.25,0.25,0
ES,Linear_Ridge,1655,low_load,19,1,21589,21589,1,1,0,0,0
ES,Linear_Ridge,1656,low_load,19,3,21592,21592,1,1,0,0,0
ES,Linear_Ridge,1657,low_load,19,4,21595,21595,1,1,0,0,0
ES,Linear_Ridge,1658,low_load,19,5,21598,21598,1,1,0,0,0
ES,Linear_Ridge,1659,low_load,19,6,21602,21602,1,1,0.25,0.25,0
ES,Linear_Ridge,1660,low_load,19,7,21605,21605,1,1,0.25,0.25,0
ES,Linear_Ridge,1661,low_load,19,8,21608,21608,1,1,0.25,0.25,0
ES,Linear_Ridge,1662,low_load,19,10,21610,21610,1,1,0,0,0
ES,Linear_Ridge,1663,low_load,19,11,21612,21612,1,1,0,0,0
ES,Linear_Ridge,1664,low_load,19,12,21615,21615,1,1,0,0,0
ES,Linear_Ridge,1665,low_load,19,13,21618,21618,1,1,0,0,0
ES,Linear_Ridge,1666,low_load,19,15,21622,21622,1,1,0.25,0.25,0
ES,Linear_Ridge,1667,low_load,19,16,21624,21624,1,1,0,0,0
ES,Linear_Ridge,1668,low_load,19,17,21627,21627,1,1,0,0,0
ES,Linear_Ridge,1669,low_load,19,18,21630,21630,1,1,0,0,0
ES,Linear_Ridge,1670,low_load,19,19,21633,21633,1,1,0,0,0
ES,Linear_Ridge,1671,low_load,19,20,21637,21637,1,1,0.25,0.25,0
ES,Linear_Ridge,1672,low_load,19,21,21639,21639,1,1,0,0,0
ES,Linear_Ridge,1673,low_load_energy_saving_candidate,19,1,21643,21643,1,1,0.25,0.25,0
ES,Linear_Ridge,1674,low_load_energy_saving_candidate,19,2,21645,21645,1,1,0,0,0
ES,Linear_Ridge,1675,low_load_energy_saving_candidate,19,3,21648,21648,1,1,0,0,0
ES,Linear_Ridge,1676,low_load_energy_saving_candidate,19,4,21651,21651,1,1,0,0,0
ES,Linear_Ridge,1677,low_load_energy_saving_candidate,19,5,21655,21655,1,1,0.25,0.25,0
ES,Linear_Ridge,1678,low_load_energy_saving_candidate,19,6,21657,21657,1,1,0,0,0
ES,Linear_Ridge,1679,low_load_energy_saving_candidate,19,7,21660,21660,1,1,0,0,0
ES,Linear_Ridge,1680,low_load_energy_saving_candidate,19,8,21663,21663,1,1,0,0,0
ES,Linear_Ridge,1681,low_load_energy_saving_candidate,19,9,21667,21667,1,1,0.25,0.25,0
ES,Linear_Ridge,1682,low_load_energy_saving_candidate,19,10,21669,21669,1,1,0,0,0
ES,Linear_Ridge,1683,low_load_energy_saving_candidate,19,11,21672,21672,1,1,0,0,0
ES,Linear_Ridge,1684,low_load_energy_saving_candidate,19,12,21675,21675,1,1,0,0,0
ES,Linear_Ridge,1685,low_load_energy_saving_candidate,19,13,21679,21679,1,1,0.25,0.25,0
ES,Linear_Ridge,1686,low_load_energy_saving_candidate,19,14,21681,21681,1,1,0,0,0
ES,Linear_Ridge,1687,low_load_energy_saving_candidate,19,15,21684,21684,1,1,0,0,0
ES,Linear_Ridge,1688,low_load_energy_saving_candidate,19,17,21687,21687,1,1,0,0,0
ES,Linear_Ridge,1689,low_load_energy_saving_candidate,19,18,21690,21690,1,1,0,0,0
ES,Linear_Ridge,1690,low_load_energy_saving_candidate,19,19,21694,21694,1,1,0.25,0.25,0
ES,Linear_Ridge,1691,low_load_energy_saving_candidate,19,20,21696,21696,1,1,0,0,0
ES,Linear_Ridge,1692,low_load_energy_saving_candidate,19,21,21700,21700,1,1,0.25,0.25,0
ES,Linear_Ridge,1699,degraded_sector,20,14,21718,21718,1,1,0,0,0
ES,Linear_Ridge,1700,degraded_sector,20,20,21721,21721,1,1,0,0,0
ES,Linear_Ridge,1739,outage_sector,20,7,21830,21830,1,1,0,0,0
ES,Linear_Ridge,1740,outage_sector,20,20,21833,21833,1,1,0,0,0
ES,Random_Forest,860,handover_stress,1,3,19295,19295,1,1,0,0,0
ES,Random_Forest,861,low_load,1,2,19299,19299,1,1,0.25,0.25,0
ES,Random_Forest,862,low_load,1,3,19301,19301,1,1,0,0,0
ES,Random_Forest,863,low_load,1,4,19303,19303,1,1,0,0,0
ES,Random_Forest,864,low_load,1,5,19306,19306,1,1,0,0,0
ES,Random_Forest,865,low_load,1,7,19309,19309,1,1,0,0,0
ES,Random_Forest,866,low_load,1,8,19313,19313,1,1,0.25,0.25,0
ES,Random_Forest,867,low_load,1,9,19316,19316,1,1,0.25,0.25,0
ES,Random_Forest,868,low_load,1,10,19318,19318,1,1,0,0,0
ES,Random_Forest,869,low_load,1,11,19321,19321,1,1,0,0,0
ES,Random_Forest,870,low_load,1,14,19324,19324,1,1,0,0,0
ES,Random_Forest,871,low_load,1,15,19327,19327,1,1,0,0,0
ES,Random_Forest,872,low_load,1,16,19330,19330,1,1,0.25,0.25,0
ES,Random_Forest,873,low_load,1,17,19332,19332,1,1,0,0,0
ES,Random_Forest,874,low_load,1,18,19336,19336,1,1,0.25,0.25,0
ES,Random_Forest,875,low_load,1,19,19339,19339,1,1,0.25,0.25,0
ES,Random_Forest,876,low_load,1,20,19341,19341,1,1,0,0,0
ES,Random_Forest,900,handover_stress,2,6,19410,19410,1,1,0,0,0
ES,Random_Forest,901,handover_stress,2,7,19413,19413,1,1,0,0,0
ES,Random_Forest,902,low_load,2,1,19417,19417,1,1,0.25,0.25,0
ES,Random_Forest,903,low_load,2,2,19420,19420,1,1,0.25,0.25,0
ES,Random_Forest,904,low_load,2,4,19422,19422,1,1,0,0,0
ES,Random_Forest,905,low_load,2,5,19425,19425,1,1,0,0,0
ES,Random_Forest,906,low_load,2,6,19428,19428,1,1,0,0,0
ES,Random_Forest,907,low_load,2,7,19431,19431,1,1,0,0,0
ES,Random_Forest,908,low_load,2,8,19434,19434,1,1,0,0,0
ES,Random_Forest,909,low_load,2,10,19437,19437,1,1,0,0,0
ES,Random_Forest,910,low_load,2,11,19440,19440,1,1,0,0,0
ES,Random_Forest,911,low_load,2,12,19443,19443,1,1,0,0,0
ES,Random_Forest,912,low_load,2,13,19447,19447,1,1,0.25,0.25,0
ES,Random_Forest,913,low_load,2,14,19450,19450,1,1,0.25,0.25,0
ES,Random_Forest,914,low_load,2,15,19452,19452,1,1,0,0,0
ES,Random_Forest,915,low_load,2,16,19456,19456,1,1,0.25,0.25,0
ES,Random_Forest,916,low_load,2,17,19459,19459,1,1,0.25,0.25,0
ES,Random_Forest,917,low_load,2,18,19461,19461,1,1,0,0,0
ES,Random_Forest,918,low_load,2,19,19464,19464,1,1,0,0,0
ES,Random_Forest,919,low_load,2,20,19467,19467,1,1,0,0,0
